time;Lat;Lon;length;width;min_max_zeta_850;min_hgt_850;max_wind_850
2024-02-17 15Z;-24.73996898623765;-40.04380693932933;7.963752665245199;10.698778833107191;-0.0003071252007762507;1474.7454833984375;19.42243766784668
2024-02-17 18Z;-24.900852878464825;-39.88292304710215;8.28552044969955;10.537894940880015;-0.00027095819029253115;1464.2694091796875;17.01772117614746
2024-02-17 21Z;-24.80081815369794;-40.76704367513034;8.379777254228596;10.495882621458044;-0.00024404042241885646;1456.7872314453125;16.88177490234375
2024-02-18 00Z;-25.343283582089562;-40.32535375072689;8.68773018026749;10.135685210312076;-0.0002435815896870381;1460.5283203125;18.074058532714844
2024-02-18 03Z;-25.68536179538536;-40.412208105411324;7.690319647338299;9.972062839405709;-0.00023642910473855574;1452.2989501953125;19.253604888916016
2024-02-18 06Z;-26.54991277379338;-39.96336499321575;7.561542934677259;8.44640434192673;-0.00022515762523075836;1442.57177734375;18.615123748779297
2024-02-18 09Z;-26.911901531304522;-40.76778445435163;8.446404341926726;10.216127156425664;-0.00023712407012786263;1446.3128662109375;19.156200408935547
2024-02-18 12Z;-26.791238612134144;-40.446016669897276;7.722426826904435;9.411707695289785;-0.00023216470983678148;1452.2989501953125;20.079959869384766
2024-02-18 15Z;-26.710796666020556;-41.37109905020353;8.205078503585963;9.9748013180849;-0.0002909359413003228;1447.8089599609375;20.575496673583984
2024-02-18 18Z;-27.79676293855399;-41.04933126574918;7.802868773018023;9.331265749176197;-0.0002717798755941741;1430.5997314453125;21.300331115722656
2024-02-18 21Z;-28.239193642178726;-41.41132002326033;9.492149641403373;10.537894940880015;-0.0002633643014271779;1423.1175537109375;21.449932098388672
2024-02-19 00Z;-28.52074045357628;-41.6124248885443;8.768172126381074;9.653033533630548;-0.00031560118132124414;1411.894287109375;24.852584838867188
2024-02-19 03Z;-28.641403372746666;-42.17551851133941;8.687730180267494;9.009497964721845;-0.0003058298295484952;1404.412109375;25.72725486755371
2024-02-19 06Z;-29.77049661289808;-42.7025048167628;8.96411212615861;9.3023805082778;-0.0003194368559539503;1389.44775390625;23.042646408081055
2024-02-19 09Z;-30.531789106415978;-43.14082186470247;8.28552044969955;8.84861407249467;-0.00033824587623503184;1391.691162109375;23.731250762939453
2024-02-19 12Z;-30.974219810040715;-42.97993797247529;9.492149641403376;10.457452994766427;-0.0004734935811836628;1369.9935302734375;29.933080673217773
2024-02-19 15Z;-31.57753440589262;-42.819054080248115;8.768172126381078;9.653033533630548;-0.0004213192243541727;1370.74072265625;29.96169662475586
2024-02-19 18Z;-31.407625034162905;-42.64649575519094;9.03867152167243;10.22130144039592;-0.00045783218159923254;1364.75634765625;28.99031639099121
2024-02-19 21Z;-31.61775537894941;-42.61794921496414;9.653033533630545;8.929056018608257;-0.0005333281270588827;1358.0213623046875;26.39527702331543
2024-02-20 00Z;-31.135103702267884;-43.30170575692964;12.227175809265358;11.261872455902306;-0.0004671934944461023;1360.266357421875;25.993654251098633
2024-02-20 03Z;-31.738418298119797;-43.14082186470247;9.250823803062612;9.813917425857724;-0.0004423434898982989;1359.5174560546875;25.59030532836914
2024-02-20 06Z;-32.58305873231247;-42.819054080248115;9.492149641403376;10.457452994766427;-0.0004020545259956934;1352.0352783203125;23.13242530822754
2024-02-20 09Z;-32.535572991864655;-42.74614239761463;9.218812327174238;10.064574925997562;-0.0003755422895348611;1362.5113525390625;22.05208396911621
2024-02-20 12Z;-32.18084900174453;-42.416844349680176;8.526846288040314;9.653033533630548;-0.0003827486857789043;1375.230712890625;20.247934341430664
2024-02-20 15Z;-32.21198774682893;-42.71040041252786;8.96979588270256;9.816003041448091;-0.00036670454553909716;1383.461669921875;18.611499786376953
2024-02-20 18Z;-31.725788970805397;-41.89240403838116;9.466056278030411;10.22672151465786;-0.0003597222806458868;1382.712890625;19.076257705688477
2024-02-20 21Z;-31.601111232926538;-41.856064194622604;9.724571092033507;10.147378530817576;-0.0003446463075906735;1390.94384765625;19.698665618896484
2024-02-21 00Z;-31.295987594495067;-42.17551851133941;8.526846288040321;9.653033533630548;-0.00035805584393905495;1410.398193359375;21.909061431884766
2024-02-21 03Z;-31.61775537894941;-42.255960457453;7.4006590424500835;8.84861407249467;-0.0002976851553482719;1415.6353759765625;20.542036056518555
2024-02-21 06Z;-32.10040705563094;-42.497286295793764;7.078891257995732;8.526846288040318;-0.0003009500835678367;1415.6353759765625;16.96059226989746
2024-02-21 09Z;-31.738418298119797;-42.69839116107774;7.4811009885636715;9.411707695289785;-0.0002766324913459411;1426.1097412109375;15.515246391296387
2024-02-21 12Z;-32.30151192091491;-42.93971699941849;6.998449311882144;8.929056018608257;-0.0002714282159524737;1441.0740966796875;15.43891716003418
2024-02-21 15Z;-32.42217484008529;-43.14082186470247;7.722426826904435;9.170381856949021;-0.00024851425620333093;1444.06787109375;15.859336853027344
2024-02-21 18Z;-32.261290947858114;-43.70391548749758;8.365962395813138;9.9748013180849;-0.0002390040993615529;1439.5780029296875;15.228001594543457
2024-02-21 21Z;-32.058943774239296;-43.71235697838232;8.284527371312194;9.298959294330018;-0.00022270829880590473;1439.5780029296875;14.629456520080566
2024-02-22 00Z;-32.50261678619888;-44.307230083349495;7.561542934677259;8.44640434192673;-0.00022060922864376066;1450.80126953125;14.843624114990234
2024-02-22 03Z;-33.14615235510759;-44.78988176003102;8.044194611358794;9.089939910835433;-0.00019540170364180665;1454.5423583984375;14.248817443847656
2024-02-22 06Z;-34.071234735413846;-45.192091490598955;6.837565419654975;7.481100988563675;-0.0001950875539751792;1446.3128662109375;12.898576736450195
2024-02-22 09Z;-33.14613600992141;-45.082919339410054;6.347897006880192;7.956030915289844;-0.0001753722918643882;1459.0322265625;12.216402053833008
2024-02-22 12Z;-33.26681527427797;-44.58877689474705;6.354913742973441;7.239775150222911;-0.0001563864179100247;1470.2554931640625;10.66681957244873
2024-02-22 15Z;-33.42769916650514;-45.036839540164635;8.124636557472382;7.963752665245202;-0.00015434903481870106;1473.99658203125;10.759594917297363
2024-02-22 18Z;-33.7092459779027;-45.71496414033728;7.078891257995732;8.365962395813142;-0.00014965479851394704;1468.7593994140625;10.627241134643555
2024-02-22 21Z;-34.151676681527434;-45.71496414033728;6.033145958519096;8.205078503585966;-0.00014023537352171616;1465.76708984375;11.056456565856934
